sample_id,sequence,frame_number,frame_path,bbox_x1,bbox_y1,bbox_x2,bbox_y2,intended_level,analysis_severity,visible_joint_ratio_body12,detection_status,base_sequence,base_frame_number,synthetic_image_path,pipeline_status,seconds,prediction_path,error
synthetic_c2/case_03_MansoryBrickLaying_02/039/none,case_03_MansoryBrickLaying_02__none,39,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_03_MansoryBrickLaying_02/none/image_00128.jpg,488.57,55.24,618.76,375.33,none,none,1.0,ok,MansoryBrickLaying_02,128,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_03_MansoryBrickLaying_02/none/image_00128.jpg,ok,25.951,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_03_MansoryBrickLaying_02__039__none.npz,
synthetic_c2/case_04_MansoryCement_02/011/none,case_04_MansoryCement_02__none,11,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_04_MansoryCement_02/none/image_04659.jpg,527.2,274.31,653.3,566.9,none,none,1.0,ok,MansoryCement_02,4659,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_04_MansoryCement_02/none/image_04659.jpg,ok,24.673,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_04_MansoryCement_02__011__none.npz,
synthetic_c2/case_04_MansoryCement_02/028/none,case_04_MansoryCement_02__none,28,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_04_MansoryCement_02/none/image_04676.jpg,526.85,273.86,654.94,565.72,none,none,1.0,ok,MansoryCement_02,4676,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_04_MansoryCement_02/none/image_04676.jpg,ok,0.000,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_04_MansoryCement_02__028__none.npz,
synthetic_c2/case_05_RebarPlacement_00/000/none,case_05_RebarPlacement_00__none,0,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/none/image_01908.jpg,533.73,115.83,741.77,585.46,none,none,1.0,ok,RebarPlacement_00,1908,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/none/image_01908.jpg,ok,23.571,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_05_RebarPlacement_00__000__none.npz,
synthetic_c2/case_05_RebarPlacement_00/009/partial,case_05_RebarPlacement_00__partial,9,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/partial/image_01917.jpg,531.53,89.07,772.41,606.55,partial,none,1.0,ok,RebarPlacement_00,1917,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/partial/image_01917.jpg,ok,25.189,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_05_RebarPlacement_00__009__partial.npz,
synthetic_c2/case_05_RebarPlacement_00/017/partial,case_05_RebarPlacement_00__partial,17,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/partial/image_01925.jpg,535.86,75.34,770.42,598.64,partial,none,1.0,ok,RebarPlacement_00,1925,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/partial/image_01925.jpg,ok,24.889,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_05_RebarPlacement_00__017__partial.npz,
synthetic_c2/case_05_RebarPlacement_00/027/none,case_05_RebarPlacement_00__none,27,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/none/image_01935.jpg,532.44,72.85,744.82,617.18,none,none,1.0,ok,RebarPlacement_00,1935,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/none/image_01935.jpg,ok,23.879,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_05_RebarPlacement_00__027__none.npz,
synthetic_c2/case_05_RebarPlacement_00/035/partial,case_05_RebarPlacement_00__partial,35,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/partial/image_01943.jpg,515.27,64.63,737.99,639.47,partial,none,0.917,ok,RebarPlacement_00,1943,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/partial/image_01943.jpg,ok,23.763,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_05_RebarPlacement_00__035__partial.npz,
synthetic_c2/case_05_RebarPlacement_00/044/none,case_05_RebarPlacement_00__none,44,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/none/image_01952.jpg,488.1,46.88,708.73,639.97,none,none,1.0,ok,RebarPlacement_00,1952,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/none/image_01952.jpg,ok,23.854,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_05_RebarPlacement_00__044__none.npz,
synthetic_c2/case_06_RebarTying_01/011/partial,case_06_RebarTying_01__partial,11,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/partial/image_00307.jpg,438.91,188.75,631.38,588.12,partial,none,0.917,ok,RebarTying_01,307,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/partial/image_00307.jpg,ok,24.227,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_06_RebarTying_01__011__partial.npz,
synthetic_c2/case_06_RebarTying_01/024/none,case_06_RebarTying_01__none,24,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/none/image_00320.jpg,368.6,200.19,519.2,606.52,none,none,1.0,ok,RebarTying_01,320,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/none/image_00320.jpg,ok,24.142,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_06_RebarTying_01__024__none.npz,
synthetic_c2/case_06_RebarTying_01/037/partial,case_06_RebarTying_01__partial,37,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/partial/image_00333.jpg,280.05,230.39,486.37,615.7,partial,none,0.917,ok,RebarTying_01,333,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_06_RebarTying_01/partial/image_00333.jpg,ok,24.140,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_06_RebarTying_01__037__partial.npz,
synthetic_c2/case_07_RebarTying_02/010/none,case_07_RebarTying_02__none,10,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/none/image_00216.jpg,877.22,354.8,1056.5,580.59,none,none,0.917,ok,RebarTying_02,216,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/none/image_00216.jpg,ok,23.931,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_07_RebarTying_02__010__none.npz,
synthetic_c2/case_07_RebarTying_02/027/none,case_07_RebarTying_02__none,27,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/none/image_00233.jpg,881.19,354.6,1054.1,583.26,none,none,0.917,ok,RebarTying_02,233,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_07_RebarTying_02/none/image_00233.jpg,ok,23.941,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_07_RebarTying_02__027__none.npz,
synthetic_c2/case_08_WallPlacement_00/002/none,case_08_WallPlacement_00__none,2,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/none/image_01241.jpg,536.09,158.21,934.09,944.0,none,none,1.0,ok,WallPlacement_00,1241,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/none/image_01241.jpg,ok,23.869,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_08_WallPlacement_00__002__none.npz,
synthetic_c2/case_08_WallPlacement_00/010/none,case_08_WallPlacement_00__none,10,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/none/image_01249.jpg,527.57,160.83,928.69,944.34,none,none,1.0,ok,WallPlacement_00,1249,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/none/image_01249.jpg,ok,24.124,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_08_WallPlacement_00__010__none.npz,
synthetic_c2/case_08_WallPlacement_00/019/none,case_08_WallPlacement_00__none,19,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/none/image_01258.jpg,535.51,157.26,931.33,946.44,none,none,1.0,ok,WallPlacement_00,1258,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/none/image_01258.jpg,ok,24.119,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_08_WallPlacement_00__019__none.npz,
synthetic_c2/case_08_WallPlacement_00/027/partial,case_08_WallPlacement_00__partial,27,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/partial/image_01266.jpg,532.61,150.6,929.75,947.57,partial,none,0.917,ok,WallPlacement_00,1266,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/partial/image_01266.jpg,ok,24.157,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_08_WallPlacement_00__027__partial.npz,
synthetic_c2/case_08_WallPlacement_00/036/none,case_08_WallPlacement_00__none,36,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/none/image_01275.jpg,549.1,145.57,931.67,944.57,none,none,1.0,ok,WallPlacement_00,1275,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/none/image_01275.jpg,ok,26.046,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_08_WallPlacement_00__036__none.npz,
synthetic_c2/case_08_WallPlacement_00/044/partial,case_08_WallPlacement_00__partial,44,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/partial/image_01283.jpg,555.68,141.27,932.37,945.13,partial,none,0.917,ok,WallPlacement_00,1283,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_08_WallPlacement_00/partial/image_01283.jpg,ok,25.582,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_08_WallPlacement_00__044__partial.npz,
synthetic_c2/case_01_MansoryBrickLaying_00/000/partial,case_01_MansoryBrickLaying_00__partial,0,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_01_MansoryBrickLaying_00/partial/image_01221.jpg,492.39,57.56,659.56,385.04,partial,partial,0.667,ok,MansoryBrickLaying_00,1221,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_01_MansoryBrickLaying_00/partial/image_01221.jpg,ok,24.383,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_01_MansoryBrickLaying_00__000__partial.npz,
synthetic_c2/case_01_MansoryBrickLaying_00/006/partial,case_01_MansoryBrickLaying_00__partial,6,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_01_MansoryBrickLaying_00/partial/image_01227.jpg,502.37,51.94,655.97,383.16,partial,partial,0.667,ok,MansoryBrickLaying_00,1227,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_01_MansoryBrickLaying_00/partial/image_01227.jpg,ok,23.958,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_01_MansoryBrickLaying_00__006__partial.npz,
synthetic_c2/case_01_MansoryBrickLaying_00/013/partial,case_01_MansoryBrickLaying_00__partial,13,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_01_MansoryBrickLaying_00/partial/image_01234.jpg,504.68,53.77,633.65,379.55,partial,partial,0.667,ok,MansoryBrickLaying_00,1234,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_01_MansoryBrickLaying_00/partial/image_01234.jpg,ok,23.919,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_01_MansoryBrickLaying_00__013__partial.npz,
synthetic_c2/case_01_MansoryBrickLaying_00/019/partial,case_01_MansoryBrickLaying_00__partial,19,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_01_MansoryBrickLaying_00/partial/image_01240.jpg,507.92,61.45,632.13,380.11,partial,partial,0.667,ok,MansoryBrickLaying_00,1240,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_01_MansoryBrickLaying_00/partial/image_01240.jpg,ok,23.798,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_01_MansoryBrickLaying_00__019__partial.npz,
synthetic_c2/case_01_MansoryBrickLaying_00/025/partial,case_01_MansoryBrickLaying_00__partial,25,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_01_MansoryBrickLaying_00/partial/image_01246.jpg,504.17,56.77,627.12,383.1,partial,partial,0.667,ok,MansoryBrickLaying_00,1246,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_01_MansoryBrickLaying_00/partial/image_01246.jpg,ok,23.811,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_01_MansoryBrickLaying_00__025__partial.npz,
synthetic_c2/case_01_MansoryBrickLaying_00/031/partial,case_01_MansoryBrickLaying_00__partial,31,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_01_MansoryBrickLaying_00/partial/image_01252.jpg,510.83,58.84,628.29,383.62,partial,partial,0.667,ok,MansoryBrickLaying_00,1252,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_01_MansoryBrickLaying_00/partial/image_01252.jpg,ok,24.098,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_01_MansoryBrickLaying_00__031__partial.npz,
synthetic_c2/case_01_MansoryBrickLaying_00/038/partial,case_01_MansoryBrickLaying_00__partial,38,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_01_MansoryBrickLaying_00/partial/image_01259.jpg,508.37,59.44,618.42,379.52,partial,partial,0.667,ok,MansoryBrickLaying_00,1259,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_01_MansoryBrickLaying_00/partial/image_01259.jpg,ok,24.106,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_01_MansoryBrickLaying_00__038__partial.npz,
synthetic_c2/case_01_MansoryBrickLaying_00/044/partial,case_01_MansoryBrickLaying_00__partial,44,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_01_MansoryBrickLaying_00/partial/image_01265.jpg,495.97,58.6,618.68,380.29,partial,partial,0.667,ok,MansoryBrickLaying_00,1265,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_01_MansoryBrickLaying_00/partial/image_01265.jpg,ok,24.995,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_01_MansoryBrickLaying_00__044__partial.npz,
synthetic_c2/case_02_MansoryBrickLaying_01/024/partial,case_02_MansoryBrickLaying_01__partial,24,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_02_MansoryBrickLaying_01/partial/image_00274.jpg,428.65,43.65,598.08,380.9,partial,partial,0.833,ok,MansoryBrickLaying_01,274,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_02_MansoryBrickLaying_01/partial/image_00274.jpg,ok,25.929,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_02_MansoryBrickLaying_01__024__partial.npz,
synthetic_c2/case_03_MansoryBrickLaying_02/028/partial,case_03_MansoryBrickLaying_02__partial,28,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_03_MansoryBrickLaying_02/partial/image_00117.jpg,488.12,56.59,629.89,378.03,partial,partial,0.833,ok,MansoryBrickLaying_02,117,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_03_MansoryBrickLaying_02/partial/image_00117.jpg,ok,25.489,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_03_MansoryBrickLaying_02__028__partial.npz,
synthetic_c2/case_04_MansoryCement_02/001/partial,case_04_MansoryCement_02__partial,1,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_04_MansoryCement_02/partial/image_04649.jpg,530.54,271.42,651.51,568.95,partial,partial,0.667,ok,MansoryCement_02,4649,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_04_MansoryCement_02/partial/image_04649.jpg,ok,25.641,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_04_MansoryCement_02__001__partial.npz,
synthetic_c2/case_04_MansoryCement_02/007/partial,case_04_MansoryCement_02__partial,7,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_04_MansoryCement_02/partial/image_04655.jpg,528.48,273.46,651.16,561.06,partial,partial,0.667,ok,MansoryCement_02,4655,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_04_MansoryCement_02/partial/image_04655.jpg,ok,25.671,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_04_MansoryCement_02__007__partial.npz,
synthetic_c2/case_04_MansoryCement_02/013/partial,case_04_MansoryCement_02__partial,13,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_04_MansoryCement_02/partial/image_04661.jpg,527.17,274.68,653.47,567.33,partial,partial,0.667,ok,MansoryCement_02,4661,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_04_MansoryCement_02/partial/image_04661.jpg,ok,25.487,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_04_MansoryCement_02__013__partial.npz,
synthetic_c2/case_04_MansoryCement_02/020/partial,case_04_MansoryCement_02__partial,20,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_04_MansoryCement_02/partial/image_04668.jpg,527.12,274.37,654.13,566.66,partial,partial,0.667,ok,MansoryCement_02,4668,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_04_MansoryCement_02/partial/image_04668.jpg,ok,25.428,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_04_MansoryCement_02__020__partial.npz,
synthetic_c2/case_04_MansoryCement_02/026/partial,case_04_MansoryCement_02__partial,26,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_04_MansoryCement_02/partial/image_04674.jpg,526.9,273.49,654.5,566.23,partial,partial,0.667,ok,MansoryCement_02,4674,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_04_MansoryCement_02/partial/image_04674.jpg,ok,25.253,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_04_MansoryCement_02__026__partial.npz,
synthetic_c2/case_04_MansoryCement_02/032/partial,case_04_MansoryCement_02__partial,32,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_04_MansoryCement_02/partial/image_04680.jpg,526.46,274.08,655.34,565.52,partial,partial,0.667,ok,MansoryCement_02,4680,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_04_MansoryCement_02/partial/image_04680.jpg,ok,25.154,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_04_MansoryCement_02__032__partial.npz,
synthetic_c2/case_04_MansoryCement_02/038/partial,case_04_MansoryCement_02__partial,38,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_04_MansoryCement_02/partial/image_04686.jpg,526.36,273.86,655.0,564.1,partial,partial,0.667,ok,MansoryCement_02,4686,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_04_MansoryCement_02/partial/image_04686.jpg,ok,25.428,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_04_MansoryCement_02__038__partial.npz,
synthetic_c2/case_05_RebarPlacement_00/002/partial,case_05_RebarPlacement_00__partial,2,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/partial/image_01910.jpg,530.68,111.24,745.17,589.59,partial,partial,0.833,ok,RebarPlacement_00,1910,<private_workspace>/m1/outputs/synthetic_occlusion/video_cases_c2/images/case_05_RebarPlacement_00/partial/image_01910.jpg,ok,25.342,<private_workspace>/m1/outputs/predictions/synthetic_c2_sam3db_balanced100/synthetic_c2__case_05_RebarPlacement_00__002__partial.npz,
