pipeline,sample_id,analysis_severity,intended_level,status,visible_joint_ratio_body12,mean_bone_length,relaxed_JAF_invalid_percent
SAM-3DBody,synthetic_c2/case_03_MansoryBrickLaying_02/004/none,none,none,ok,1.0,0.2806162984901945,0.0
SAM-3DBody,synthetic_c2/case_03_MansoryBrickLaying_02/007/none,none,none,ok,1.0,0.28155889407176604,0.0
SAM-3DBody,synthetic_c2/case_03_MansoryBrickLaying_02/010/none,none,none,ok,1.0,0.28153073853375504,0.0
SAM-3DBody,synthetic_c2/case_03_MansoryBrickLaying_02/013/none,none,none,ok,1.0,0.2813300738101168,0.0
SAM-3DBody,synthetic_c2/case_03_MansoryBrickLaying_02/016/none,none,none,ok,1.0,0.2823950602441878,0.0
SAM-3DBody,synthetic_c2/case_03_MansoryBrickLaying_02/018/partial,none,partial,ok,0.917,0.2794731035005999,0.0
SAM-3DBody,synthetic_c2/case_03_MansoryBrickLaying_02/021/none,none,none,ok,1.0,0.28109776737056974,0.0
SAM-3DBody,synthetic_c2/case_03_MansoryBrickLaying_02/023/none,none,none,ok,1.0,0.2802603960156305,0.0
SAM-3DBody,synthetic_c2/case_03_MansoryBrickLaying_02/025/partial,none,partial,ok,0.917,0.2799296651182051,0.0
SAM-3DBody,synthetic_c2/case_03_MansoryBrickLaying_02/029/none,none,none,ok,1.0,0.28029168278339744,0.0
SAM-3DBody,synthetic_c2/case_03_MansoryBrickLaying_02/033/none,none,none,ok,1.0,0.2801781244388717,0.0
SAM-3DBody,synthetic_c2/case_03_MansoryBrickLaying_02/038/none,none,none,ok,1.0,0.2767002571000078,0.0
SAM-3DBody,synthetic_c2/case_03_MansoryBrickLaying_02/043/none,none,none,ok,1.0,0.27558826113157453,0.0
SAM-3DBody,synthetic_c2/case_04_MansoryCement_02/003/none,none,none,ok,1.0,0.27971046696081775,0.0
SAM-3DBody,synthetic_c2/case_04_MansoryCement_02/008/none,none,none,ok,1.0,0.27950033360057963,0.0
SAM-3DBody,synthetic_c2/case_04_MansoryCement_02/013/none,none,none,ok,1.0,0.2771710803507159,0.0
SAM-3DBody,synthetic_c2/case_04_MansoryCement_02/018/none,none,none,ok,1.0,0.27709173760618544,0.0
SAM-3DBody,synthetic_c2/case_04_MansoryCement_02/023/none,none,none,ok,1.0,0.27672033085492537,0.0
SAM-3DBody,synthetic_c2/case_04_MansoryCement_02/028/none,none,none,ok,1.0,0.27907429164385095,0.0
SAM-3DBody,synthetic_c2/case_04_MansoryCement_02/033/none,none,none,ok,1.0,0.2791412771008386,0.0
SAM-3DBody,synthetic_c2/case_04_MansoryCement_02/038/none,none,none,ok,1.0,0.280152513121602,0.0
SAM-3DBody,synthetic_c2/case_04_MansoryCement_02/043/none,none,none,ok,1.0,0.27908299964203,0.0
SAM-3DBody,synthetic_c2/case_05_RebarPlacement_00/001/partial,none,partial,ok,0.917,0.2781402533541099,0.0
SAM-3DBody,synthetic_c2/case_05_RebarPlacement_00/005/none,none,none,ok,1.0,0.2778866522216372,0.0
SAM-3DBody,synthetic_c2/case_05_RebarPlacement_00/007/partial,none,partial,ok,0.917,0.28156115792498676,0.0
SAM-3DBody,synthetic_c2/case_05_RebarPlacement_00/010/none,none,none,ok,1.0,0.2810662431436773,0.0
SAM-3DBody,synthetic_c2/case_05_RebarPlacement_00/012/partial,none,partial,ok,1.0,0.28212044892618404,0.0
SAM-3DBody,synthetic_c2/case_05_RebarPlacement_00/014/partial,none,partial,ok,1.0,0.2836975840098478,0.0
SAM-3DBody,synthetic_c2/case_05_RebarPlacement_00/017/none,none,none,ok,1.0,0.2821008859940788,0.0
SAM-3DBody,synthetic_c2/case_05_RebarPlacement_00/019/partial,none,partial,ok,1.0,0.28414449892706145,0.0
SAM-3DBody,synthetic_c2/case_05_RebarPlacement_00/022/none,none,none,ok,1.0,0.2822874080327163,0.0
SAM-3DBody,synthetic_c2/case_05_RebarPlacement_00/025/partial,none,partial,ok,0.917,0.283107248118949,0.0
SAM-3DBody,synthetic_c2/case_05_RebarPlacement_00/028/none,none,none,ok,1.0,0.27943471841294304,0.0
SAM-3DBody,synthetic_c2/case_05_RebarPlacement_00/030/partial,none,partial,ok,0.917,0.2845161865538142,0.0
SAM-3DBody,synthetic_c2/case_05_RebarPlacement_00/033/none,none,none,ok,1.0,0.2821529556031288,0.0
SAM-3DBody,synthetic_c2/case_05_RebarPlacement_00/035/partial,none,partial,ok,0.917,0.28538111395830223,0.0
SAM-3DBody,synthetic_c2/case_05_RebarPlacement_00/038/none,none,none,ok,1.0,0.28406701835444514,0.0
SAM-3DBody,synthetic_c2/case_05_RebarPlacement_00/040/partial,none,partial,ok,0.917,0.28839798814264395,0.0
SAM-3DBody,synthetic_c2/case_05_RebarPlacement_00/043/none,none,none,ok,1.0,0.28548441767407307,0.0
SAM-3DBody,synthetic_c2/case_06_RebarTying_01/001/none,none,none,ok,1.0,0.285961600769881,0.0
SAM-3DBody,synthetic_c2/case_06_RebarTying_01/006/none,none,none,ok,1.0,0.284256366959899,0.0
SAM-3DBody,synthetic_c2/case_06_RebarTying_01/009/none,none,none,ok,1.0,0.2857508640079093,0.0
SAM-3DBody,synthetic_c2/case_06_RebarTying_01/012/none,none,none,ok,1.0,0.2850763438502747,0.0
SAM-3DBody,synthetic_c2/case_06_RebarTying_01/015/partial,none,partial,ok,0.917,0.2830452653782479,0.0
SAM-3DBody,synthetic_c2/case_06_RebarTying_01/019/none,none,none,ok,1.0,0.2853973762097973,0.0
SAM-3DBody,synthetic_c2/case_06_RebarTying_01/023/none,none,none,ok,1.0,0.28499553052621407,0.0
SAM-3DBody,synthetic_c2/case_06_RebarTying_01/028/none,none,none,ok,1.0,0.2868933477656368,0.0
SAM-3DBody,synthetic_c2/case_06_RebarTying_01/031/partial,none,partial,ok,0.917,0.2860323152701265,0.0
SAM-3DBody,synthetic_c2/case_06_RebarTying_01/035/none,none,none,ok,1.0,0.28730334582761113,0.0
SAM-3DBody,synthetic_c2/case_06_RebarTying_01/038/none,none,none,ok,1.0,0.2872652020949663,0.0
SAM-3DBody,synthetic_c2/case_06_RebarTying_01/043/none,none,none,ok,1.0,0.28530351374064916,0.0
SAM-3DBody,synthetic_c2/case_07_RebarTying_02/003/none,none,none,ok,1.0,0.28265224034802144,16.666666666666664
SAM-3DBody,synthetic_c2/case_07_RebarTying_02/009/none,none,none,ok,0.917,0.28279443958897804,16.666666666666664
SAM-3DBody,synthetic_c2/case_07_RebarTying_02/014/none,none,none,ok,0.917,0.28215674308892935,16.666666666666664
SAM-3DBody,synthetic_c2/case_07_RebarTying_02/019/none,none,none,ok,1.0,0.2818436707738813,16.666666666666664
SAM-3DBody,synthetic_c2/case_07_RebarTying_02/024/none,none,none,ok,0.917,0.2823057348101684,16.666666666666664
SAM-3DBody,synthetic_c2/case_07_RebarTying_02/030/none,none,none,ok,1.0,0.2830077819501995,16.666666666666664
SAM-3DBody,synthetic_c2/case_07_RebarTying_02/039/none,none,none,ok,0.917,0.2824688510088087,16.666666666666664
SAM-3DBody,synthetic_c2/case_07_RebarTying_02/044/none,none,none,ok,1.0,0.2844567368723014,16.666666666666664
SAM-3DBody,synthetic_c2/case_08_WallPlacement_00/002/none,none,none,ok,1.0,0.2886236687366923,0.0
SAM-3DBody,synthetic_c2/case_08_WallPlacement_00/004/partial,none,partial,ok,0.917,0.2884415412561059,0.0
SAM-3DBody,synthetic_c2/case_08_WallPlacement_00/007/none,none,none,ok,1.0,0.28833940459298707,0.0
SAM-3DBody,synthetic_c2/case_08_WallPlacement_00/009/partial,none,partial,ok,0.917,0.28913959720609067,0.0
SAM-3DBody,synthetic_c2/case_08_WallPlacement_00/012/none,none,none,ok,1.0,0.289276534200721,0.0
SAM-3DBody,synthetic_c2/case_08_WallPlacement_00/015/none,none,none,ok,1.0,0.2905647778830932,0.0
SAM-3DBody,synthetic_c2/case_08_WallPlacement_00/017/partial,none,partial,ok,1.0,0.2893439960050411,0.0
SAM-3DBody,synthetic_c2/case_08_WallPlacement_00/020/none,none,none,ok,1.0,0.2903420118225416,0.0
SAM-3DBody,synthetic_c2/case_08_WallPlacement_00/022/none,none,none,ok,1.0,0.2899541771305876,0.0
SAM-3DBody,synthetic_c2/case_08_WallPlacement_00/024/partial,none,partial,ok,0.917,0.2887635590460076,0.0
SAM-3DBody,synthetic_c2/case_08_WallPlacement_00/027/none,none,none,ok,1.0,0.2886320947578071,0.0
SAM-3DBody,synthetic_c2/case_08_WallPlacement_00/029/partial,none,partial,ok,0.917,0.2876850059483733,0.0
SAM-3DBody,synthetic_c2/case_08_WallPlacement_00/032/none,none,none,ok,1.0,0.2885370956728226,0.0
SAM-3DBody,synthetic_c2/case_08_WallPlacement_00/034/partial,none,partial,ok,0.917,0.28888738259907687,0.0
SAM-3DBody,synthetic_c2/case_08_WallPlacement_00/037/none,none,none,ok,1.0,0.2893836399344776,0.0
SAM-3DBody,synthetic_c2/case_08_WallPlacement_00/039/partial,none,partial,ok,1.0,0.28991014585608127,0.0
SAM-3DBody,synthetic_c2/case_08_WallPlacement_00/042/none,none,none,ok,1.0,0.2893337128534992,0.0
SAM-3DBody,synthetic_c2/case_08_WallPlacement_00/044/partial,none,partial,ok,0.917,0.2893358477566135,0.0
SAM-3DBody,synthetic_c2/case_01_MansoryBrickLaying_00/000/partial,partial,partial,ok,0.667,0.27928658783477717,0.0
SAM-3DBody,synthetic_c2/case_01_MansoryBrickLaying_00/002/partial,partial,partial,ok,0.667,0.2835227238292812,0.0
SAM-3DBody,synthetic_c2/case_01_MansoryBrickLaying_00/004/partial,partial,partial,ok,0.583,0.2805595616116027,0.0
SAM-3DBody,synthetic_c2/case_01_MansoryBrickLaying_00/006/partial,partial,partial,ok,0.667,0.278295996633726,0.0
SAM-3DBody,synthetic_c2/case_01_MansoryBrickLaying_00/007/partial,partial,partial,ok,0.667,0.2778136243605824,0.0
SAM-3DBody,synthetic_c2/case_01_MansoryBrickLaying_00/009/partial,partial,partial,ok,0.667,0.2765739976157383,0.0
SAM-3DBody,synthetic_c2/case_01_MansoryBrickLaying_00/011/partial,partial,partial,ok,0.667,0.27944448700735697,0.0
SAM-3DBody,synthetic_c2/case_01_MansoryBrickLaying_00/013/partial,partial,partial,ok,0.667,0.2779283216053666,0.0
SAM-3DBody,synthetic_c2/case_01_MansoryBrickLaying_00/015/partial,partial,partial,ok,0.667,0.27740127421393007,0.0
SAM-3DBody,synthetic_c2/case_01_MansoryBrickLaying_00/017/partial,partial,partial,ok,0.667,0.27678419166912527,0.0
SAM-3DBody,synthetic_c2/case_01_MansoryBrickLaying_00/018/partial,partial,partial,ok,0.667,0.2770689973354173,0.0
SAM-3DBody,synthetic_c2/case_01_MansoryBrickLaying_00/020/partial,partial,partial,ok,0.667,0.2770898464582151,0.0
SAM-3DBody,synthetic_c2/case_01_MansoryBrickLaying_00/022/partial,partial,partial,ok,0.667,0.2769453663215741,0.0
SAM-3DBody,synthetic_c2/case_01_MansoryBrickLaying_00/024/partial,partial,partial,ok,0.667,0.27525653246133663,0.0
SAM-3DBody,synthetic_c2/case_01_MansoryBrickLaying_00/026/partial,partial,partial,ok,0.667,0.27512355875632055,0.0
SAM-3DBody,synthetic_c2/case_01_MansoryBrickLaying_00/028/partial,partial,partial,ok,0.667,0.27438364390298176,0.0
SAM-3DBody,synthetic_c2/case_01_MansoryBrickLaying_00/029/partial,partial,partial,ok,0.667,0.27347267819044585,0.0
SAM-3DBody,synthetic_c2/case_01_MansoryBrickLaying_00/031/partial,partial,partial,ok,0.667,0.27482801232693804,0.0
SAM-3DBody,synthetic_c2/case_01_MansoryBrickLaying_00/033/partial,partial,partial,ok,0.667,0.2757973026854797,0.0
SAM-3DBody,synthetic_c2/case_01_MansoryBrickLaying_00/035/partial,partial,partial,ok,0.667,0.2755380300202842,0.0
SAM-3DBody,synthetic_c2/case_01_MansoryBrickLaying_00/037/partial,partial,partial,ok,0.667,0.27943320297870095,0.0
SAM-3DBody,synthetic_c2/case_01_MansoryBrickLaying_00/039/partial,partial,partial,ok,0.667,0.2824709477046209,0.0
SAM-3DBody,synthetic_c2/case_01_MansoryBrickLaying_00/040/partial,partial,partial,ok,0.667,0.2849390921869406,0.0
SAM-3DBody,synthetic_c2/case_01_MansoryBrickLaying_00/042/partial,partial,partial,ok,0.667,0.2821215719894024,0.0
SAM-3DBody,synthetic_c2/case_01_MansoryBrickLaying_00/044/partial,partial,partial,ok,0.667,0.28572255619525583,0.0
SAM-3DBody,synthetic_c2/case_02_MansoryBrickLaying_01/012/partial,partial,partial,ok,0.833,0.27952529001837795,0.0
SAM-3DBody,synthetic_c2/case_02_MansoryBrickLaying_01/020/partial,partial,partial,ok,0.833,0.28255399099426337,0.0
SAM-3DBody,synthetic_c2/case_02_MansoryBrickLaying_01/024/partial,partial,partial,ok,0.833,0.28553834314332827,0.0
SAM-3DBody,synthetic_c2/case_02_MansoryBrickLaying_01/025/partial,partial,partial,ok,0.833,0.28707940277493016,0.0
SAM-3DBody,synthetic_c2/case_03_MansoryBrickLaying_02/008/partial,partial,partial,ok,0.833,0.27745424538533425,0.0
SAM-3DBody,synthetic_c2/case_03_MansoryBrickLaying_02/014/partial,partial,partial,ok,0.833,0.2797431339424138,0.0
SAM-3DBody,synthetic_c2/case_03_MansoryBrickLaying_02/030/partial,partial,partial,ok,0.833,0.2809182491922645,0.0
SAM-3DBody,synthetic_c2/case_03_MansoryBrickLaying_02/041/partial,partial,partial,ok,0.833,0.2786473005257857,0.0
SAM-3DBody,synthetic_c2/case_03_MansoryBrickLaying_02/044/partial,partial,partial,ok,0.833,0.2793733232800827,0.0
SAM-3DBody,synthetic_c2/case_04_MansoryCement_02/001/partial,partial,partial,ok,0.667,0.27676268671399656,0.0
SAM-3DBody,synthetic_c2/case_04_MansoryCement_02/002/partial,partial,partial,ok,0.667,0.2776921335383896,0.0
SAM-3DBody,synthetic_c2/case_04_MansoryCement_02/004/partial,partial,partial,ok,0.667,0.27610433032381965,0.0
SAM-3DBody,synthetic_c2/case_04_MansoryCement_02/006/partial,partial,partial,ok,0.667,0.2767810974360926,0.0
SAM-3DBody,synthetic_c2/case_04_MansoryCement_02/008/partial,partial,partial,ok,0.667,0.2810550310441416,0.0
SAM-3DBody,synthetic_c2/case_04_MansoryCement_02/010/partial,partial,partial,ok,0.667,0.278285838678239,0.0
SAM-3DBody,synthetic_c2/case_04_MansoryCement_02/012/partial,partial,partial,ok,0.667,0.27769991422817086,0.0
SAM-3DBody,synthetic_c2/case_04_MansoryCement_02/013/partial,partial,partial,ok,0.667,0.27836439499696997,0.0
SAM-3DBody,synthetic_c2/case_04_MansoryCement_02/015/partial,partial,partial,ok,0.667,0.27736029017223895,0.0
SAM-3DBody,synthetic_c2/case_04_MansoryCement_02/017/partial,partial,partial,ok,0.667,0.27636576768085086,0.0
SAM-3DBody,synthetic_c2/case_04_MansoryCement_02/019/partial,partial,partial,ok,0.667,0.2768763038048126,0.0
SAM-3DBody,synthetic_c2/case_04_MansoryCement_02/021/partial,partial,partial,ok,0.667,0.2755764019765737,0.0
SAM-3DBody,synthetic_c2/case_04_MansoryCement_02/023/partial,partial,partial,ok,0.667,0.27934896497380707,0.0
SAM-3DBody,synthetic_c2/case_04_MansoryCement_02/024/partial,partial,partial,ok,0.667,0.2793213398941371,0.0
SAM-3DBody,synthetic_c2/case_04_MansoryCement_02/026/partial,partial,partial,ok,0.667,0.27783582364734716,0.0
SAM-3DBody,synthetic_c2/case_04_MansoryCement_02/028/partial,partial,partial,ok,0.667,0.28185790261538163,0.0
SAM-3DBody,synthetic_c2/case_04_MansoryCement_02/030/partial,partial,partial,ok,0.667,0.28222655240403977,0.0
SAM-3DBody,synthetic_c2/case_04_MansoryCement_02/032/partial,partial,partial,ok,0.667,0.28137048363005507,0.0
SAM-3DBody,synthetic_c2/case_04_MansoryCement_02/034/partial,partial,partial,ok,0.667,0.27921213959997637,0.0
SAM-3DBody,synthetic_c2/case_04_MansoryCement_02/035/partial,partial,partial,ok,0.667,0.2779076770083091,0.0
SAM-3DBody,synthetic_c2/case_04_MansoryCement_02/037/partial,partial,partial,ok,0.667,0.2785225165209276,0.0
SAM-3DBody,synthetic_c2/case_04_MansoryCement_02/039/partial,partial,partial,ok,0.667,0.2818307569502,0.0
SAM-3DBody,synthetic_c2/case_04_MansoryCement_02/041/partial,partial,partial,ok,0.667,0.28314835989861326,0.0
SAM-3DBody,synthetic_c2/case_04_MansoryCement_02/043/partial,partial,partial,ok,0.667,0.27983132938608846,0.0
SAM-3DBody,synthetic_c2/case_05_RebarPlacement_00/002/partial,partial,partial,ok,0.833,0.277918746573102,0.0
SAM-3DBody,synthetic_c2/case_05_RebarPlacement_00/003/partial,partial,partial,ok,0.833,0.2795409618905594,0.0
SAM-3DBody,synthetic_c2/case_05_RebarPlacement_00/023/partial,partial,partial,ok,0.833,0.284871475700308,0.0
SAM-3DBody,synthetic_c2/case_06_RebarTying_01/001/partial,partial,partial,ok,0.583,0.2833375087382163,0.0
SAM-3DBody,synthetic_c2/case_06_RebarTying_01/003/partial,partial,partial,ok,0.75,0.2806695515411399,0.0
SAM-3DBody,synthetic_c2/case_06_RebarTying_01/005/partial,partial,partial,ok,0.833,0.27952843414634826,0.0
SAM-3DBody,synthetic_c2/case_06_RebarTying_01/009/partial,partial,partial,ok,0.75,0.28378168791963615,0.0
SAM-3DBody,synthetic_c2/case_06_RebarTying_01/012/partial,partial,partial,ok,0.833,0.2811724155892904,0.0
SAM-3DBody,synthetic_c2/case_06_RebarTying_01/016/partial,partial,partial,ok,0.833,0.28227047131361016,0.0
SAM-3DBody,synthetic_c2/case_06_RebarTying_01/019/partial,partial,partial,ok,0.833,0.2839543235591708,0.0
SAM-3DBody,synthetic_c2/case_06_RebarTying_01/022/partial,partial,partial,ok,0.75,0.28679941392220976,0.0
SAM-3DBody,synthetic_c2/case_06_RebarTying_01/029/partial,partial,partial,ok,0.75,0.28821166129276915,0.0
SAM-3DBody,synthetic_c2/case_06_RebarTying_01/035/partial,partial,partial,ok,0.583,0.28543830381454993,0.0
SAM-3DBody,synthetic_c2/case_07_RebarTying_02/000/none,partial,none,ok,0.833,0.2830574583777248,16.666666666666664
SAM-3DBody,synthetic_c2/case_07_RebarTying_02/000/partial,partial,partial,ok,0.5,0.28113970162140867,16.666666666666664
SAM-3DBody,synthetic_c2/case_07_RebarTying_02/002/partial,partial,partial,ok,0.5,0.2809814098377637,16.666666666666664
SAM-3DBody,synthetic_c2/case_07_RebarTying_02/004/partial,partial,partial,ok,0.5,0.28167293280370254,16.666666666666664
SAM-3DBody,synthetic_c2/case_07_RebarTying_02/006/partial,partial,partial,ok,0.5,0.2816735588986654,16.666666666666664
SAM-3DBody,synthetic_c2/case_07_RebarTying_02/007/partial,partial,partial,ok,0.583,0.2822544790811117,16.666666666666664
SAM-3DBody,synthetic_c2/case_07_RebarTying_02/009/partial,partial,partial,ok,0.5,0.28157674113679537,16.666666666666664
SAM-3DBody,synthetic_c2/case_07_RebarTying_02/010/partial,partial,partial,ok,0.583,0.2824355957070884,16.666666666666664
SAM-3DBody,synthetic_c2/case_07_RebarTying_02/012/partial,partial,partial,ok,0.583,0.2821642261983919,16.666666666666664
SAM-3DBody,synthetic_c2/case_07_RebarTying_02/014/partial,partial,partial,ok,0.583,0.28221488494493774,16.666666666666664
SAM-3DBody,synthetic_c2/case_07_RebarTying_02/016/partial,partial,partial,ok,0.583,0.2819914856567563,16.666666666666664
SAM-3DBody,synthetic_c2/case_07_RebarTying_02/018/partial,partial,partial,ok,0.583,0.28328600709804697,16.666666666666664
SAM-3DBody,synthetic_c2/case_07_RebarTying_02/020/partial,partial,partial,ok,0.5,0.2819333435968009,16.666666666666664
SAM-3DBody,synthetic_c2/case_07_RebarTying_02/021/partial,partial,partial,ok,0.5,0.2828504223526144,16.666666666666664
SAM-3DBody,synthetic_c2/case_07_RebarTying_02/023/partial,partial,partial,ok,0.5,0.2812612734356345,16.666666666666664
SAM-3DBody,synthetic_c2/case_07_RebarTying_02/025/partial,partial,partial,ok,0.5,0.2834816566338395,16.666666666666664
SAM-3DBody,synthetic_c2/case_07_RebarTying_02/027/partial,partial,partial,ok,0.5,0.2814756865272825,16.666666666666664
SAM-3DBody,synthetic_c2/case_07_RebarTying_02/028/partial,partial,partial,ok,0.5,0.28095124023585305,16.666666666666664
SAM-3DBody,synthetic_c2/case_07_RebarTying_02/030/partial,partial,partial,ok,0.5,0.2806387968474603,16.666666666666664
SAM-3DBody,synthetic_c2/case_07_RebarTying_02/031/none,partial,none,ok,0.833,0.2820048599723345,16.666666666666664
SAM-3DBody,synthetic_c2/case_07_RebarTying_02/032/partial,partial,partial,ok,0.5,0.28079606819285746,16.666666666666664
SAM-3DBody,synthetic_c2/case_07_RebarTying_02/033/partial,partial,partial,ok,0.5,0.2802132005789615,16.666666666666664
SAM-3DBody,synthetic_c2/case_07_RebarTying_02/034/partial,partial,partial,ok,0.5,0.27882634977481735,16.666666666666664
SAM-3DBody,synthetic_c2/case_07_RebarTying_02/035/partial,partial,partial,ok,0.5,0.27777235795533356,16.666666666666664
SAM-3DBody,synthetic_c2/case_07_RebarTying_02/037/partial,partial,partial,ok,0.583,0.2782708591855641,16.666666666666664
SAM-3DBody,synthetic_c2/case_07_RebarTying_02/038/partial,partial,partial,ok,0.5,0.2764697089981547,16.666666666666664
SAM-3DBody,synthetic_c2/case_07_RebarTying_02/041/partial,partial,partial,ok,0.5,0.28176469340345717,0.0
SAM-3DBody,synthetic_c2/case_07_RebarTying_02/043/partial,partial,partial,ok,0.5,0.28075109777481005,0.0
SAM-3DBody,synthetic_c2/case_08_WallPlacement_00/012/partial,partial,partial,ok,0.833,0.28949500717902443,0.0
SAM-3DBody,synthetic_c2/case_01_MansoryBrickLaying_00/000/severe,severe,severe,ok,0.167,0.27891411640840935,0.0
SAM-3DBody,synthetic_c2/case_01_MansoryBrickLaying_00/004/severe,severe,severe,ok,0.167,0.28021638573539154,0.0
SAM-3DBody,synthetic_c2/case_01_MansoryBrickLaying_00/008/severe,severe,severe,ok,0.0,0.2795416241324122,0.0
SAM-3DBody,synthetic_c2/case_01_MansoryBrickLaying_00/012/severe,severe,severe,ok,0.0,0.27678789619751343,0.0
SAM-3DBody,synthetic_c2/case_01_MansoryBrickLaying_00/016/severe,severe,severe,ok,0.0,0.2733716812187938,0.0
SAM-3DBody,synthetic_c2/case_01_MansoryBrickLaying_00/020/severe,severe,severe,ok,0.167,0.27334333816596207,0.0
SAM-3DBody,synthetic_c2/case_01_MansoryBrickLaying_00/025/severe,severe,severe,ok,0.167,0.26972834790054684,0.0
SAM-3DBody,synthetic_c2/case_01_MansoryBrickLaying_00/029/severe,severe,severe,ok,0.167,0.27085582991853446,0.0
SAM-3DBody,synthetic_c2/case_01_MansoryBrickLaying_00/033/severe,severe,severe,ok,0.0,0.27048219250082794,0.0
SAM-3DBody,synthetic_c2/case_01_MansoryBrickLaying_00/037/severe,severe,severe,ok,0.167,0.27439577740936494,0.0
SAM-3DBody,synthetic_c2/case_01_MansoryBrickLaying_00/041/severe,severe,severe,ok,0.167,0.27956200933097775,0.0
SAM-3DBody,synthetic_c2/case_02_MansoryBrickLaying_01/000/severe,severe,severe,ok,0.0,0.28832754794170856,0.0
SAM-3DBody,synthetic_c2/case_02_MansoryBrickLaying_01/003/severe,severe,severe,ok,0.0,0.2915879787096827,0.0
SAM-3DBody,synthetic_c2/case_02_MansoryBrickLaying_01/006/severe,severe,severe,ok,0.0,0.29047774287372036,0.0
SAM-3DBody,synthetic_c2/case_02_MansoryBrickLaying_01/010/severe,severe,severe,ok,0.0,0.285335925473731,0.0
SAM-3DBody,synthetic_c2/case_02_MansoryBrickLaying_01/014/severe,severe,severe,ok,0.0,0.2890016406499736,0.0
SAM-3DBody,synthetic_c2/case_02_MansoryBrickLaying_01/017/partial,severe,partial,ok,0.0,0.280743569916299,0.0
SAM-3DBody,synthetic_c2/case_02_MansoryBrickLaying_01/021/severe,severe,severe,ok,0.0,0.2859660263997392,0.0
SAM-3DBody,synthetic_c2/case_02_MansoryBrickLaying_01/025/severe,severe,severe,ok,0.0,0.28790866318032815,0.0
SAM-3DBody,synthetic_c2/case_02_MansoryBrickLaying_01/028/partial,severe,partial,ok,0.0,0.28253068325064706,0.0
SAM-3DBody,synthetic_c2/case_02_MansoryBrickLaying_01/030/partial,severe,partial,ok,0.0,0.28069648068954267,0.0
SAM-3DBody,synthetic_c2/case_02_MansoryBrickLaying_01/032/partial,severe,partial,ok,0.0,0.2831827639220609,0.0
SAM-3DBody,synthetic_c2/case_02_MansoryBrickLaying_01/034/partial,severe,partial,ok,0.0,0.2830711195542857,0.0
SAM-3DBody,synthetic_c2/case_02_MansoryBrickLaying_01/036/partial,severe,partial,ok,0.0,0.2815731251898091,0.0
