comparison_type,comparison,case_id,left_run,right_run,key_factor_jaccard,recommendation_jaccard,left_key_tags,right_key_tags,left_recommendation_tags,right_recommendation_tags
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_01,3,1,0.25,0.1667,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture,adjust_work_height_or_material_position|mechanical_assistance_or_support|neutral_trunk_neck_posture|reduce_static_exposure,monitoring_feedback_or_training|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_01,3,2,1.0,0.1667,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,adjust_work_height_or_material_position|mechanical_assistance_or_support|neutral_trunk_neck_posture|reduce_static_exposure,monitoring_feedback_or_training|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_01,3,3,0.5,0.1667,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work,adjust_work_height_or_material_position|mechanical_assistance_or_support|neutral_trunk_neck_posture|reduce_static_exposure,monitoring_feedback_or_training|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_01,3,4,0.5,0.2,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work,adjust_work_height_or_material_position|mechanical_assistance_or_support|neutral_trunk_neck_posture|reduce_static_exposure,reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_01,3,5,0.5,0.2857,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|trunk_overflexion,adjust_work_height_or_material_position|mechanical_assistance_or_support|neutral_trunk_neck_posture|reduce_static_exposure,monitoring_feedback_or_training|neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_01,4,1,0.3333,0.3333,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion,prolonged_static_posture,monitoring_feedback_or_training,monitoring_feedback_or_training|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_01,4,2,0.75,0.3333,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,monitoring_feedback_or_training,monitoring_feedback_or_training|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_01,4,3,0.25,0.3333,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion,prolonged_static_posture|repetitive_work,monitoring_feedback_or_training,monitoring_feedback_or_training|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_01,4,4,0.25,0.0,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion,prolonged_static_posture|repetitive_work,monitoring_feedback_or_training,reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_01,4,5,0.6667,0.2,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion,prolonged_static_posture|trunk_overflexion,monitoring_feedback_or_training,monitoring_feedback_or_training|neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_01,5,1,0.3333,0.5,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion,prolonged_static_posture,monitoring_feedback_or_training|neutral_trunk_neck_posture|reduce_static_exposure,monitoring_feedback_or_training|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_01,5,2,0.75,0.5,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,monitoring_feedback_or_training|neutral_trunk_neck_posture|reduce_static_exposure,monitoring_feedback_or_training|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_01,5,3,0.25,0.5,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion,prolonged_static_posture|repetitive_work,monitoring_feedback_or_training|neutral_trunk_neck_posture|reduce_static_exposure,monitoring_feedback_or_training|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_01,5,4,0.25,0.25,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion,prolonged_static_posture|repetitive_work,monitoring_feedback_or_training|neutral_trunk_neck_posture|reduce_static_exposure,reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_01,5,5,0.6667,0.6,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion,prolonged_static_posture|trunk_overflexion,monitoring_feedback_or_training|neutral_trunk_neck_posture|reduce_static_exposure,monitoring_feedback_or_training|neutral_trunk_neck_posture|reduce_reaching_or_arm_elevation|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_02,1,1,0.25,0.25,prolonged_static_posture|repetitive_work,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion,reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_02,1,2,0.25,0.3333,prolonged_static_posture|repetitive_work,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion,reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|reduce_repetition_or_add_recovery
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_02,1,3,1.0,0.6667,prolonged_static_posture|repetitive_work,prolonged_static_posture|repetitive_work,reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_02,1,4,0.5,0.6667,prolonged_static_posture|repetitive_work,prolonged_static_posture,reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_02,1,5,0.5,1.0,prolonged_static_posture|repetitive_work,prolonged_static_posture,reduce_repetition_or_add_recovery|reduce_static_exposure,reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_02,2,1,0.25,0.25,prolonged_static_posture|repetitive_work,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion,reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_02,2,2,0.25,0.3333,prolonged_static_posture|repetitive_work,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion,reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|reduce_repetition_or_add_recovery
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_02,2,3,1.0,0.6667,prolonged_static_posture|repetitive_work,prolonged_static_posture|repetitive_work,reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_02,2,4,0.5,0.6667,prolonged_static_posture|repetitive_work,prolonged_static_posture,reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_02,2,5,0.5,1.0,prolonged_static_posture|repetitive_work,prolonged_static_posture,reduce_repetition_or_add_recovery|reduce_static_exposure,reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_02,3,1,0.2,0.25,prolonged_static_posture|repetitive_work|upper_arm_elevation,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion,reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_02,3,2,0.2,0.3333,prolonged_static_posture|repetitive_work|upper_arm_elevation,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion,reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|reduce_repetition_or_add_recovery
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_02,3,3,0.6667,0.6667,prolonged_static_posture|repetitive_work|upper_arm_elevation,prolonged_static_posture|repetitive_work,reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_02,3,4,0.3333,0.6667,prolonged_static_posture|repetitive_work|upper_arm_elevation,prolonged_static_posture,reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_02,3,5,0.3333,1.0,prolonged_static_posture|repetitive_work|upper_arm_elevation,prolonged_static_posture,reduce_repetition_or_add_recovery|reduce_static_exposure,reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_02,4,1,0.25,0.25,prolonged_static_posture|repetitive_work,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion,reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_02,4,2,0.25,0.3333,prolonged_static_posture|repetitive_work,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion,reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|reduce_repetition_or_add_recovery
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_02,4,3,1.0,0.6667,prolonged_static_posture|repetitive_work,prolonged_static_posture|repetitive_work,reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_02,4,4,0.5,0.6667,prolonged_static_posture|repetitive_work,prolonged_static_posture,reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_02,4,5,0.5,1.0,prolonged_static_posture|repetitive_work,prolonged_static_posture,reduce_repetition_or_add_recovery|reduce_static_exposure,reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_02,5,1,0.75,0.1667,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion,adjust_work_height_or_material_position|mechanical_assistance_or_support|reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_02,5,2,0.75,0.2,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion,adjust_work_height_or_material_position|mechanical_assistance_or_support|reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|reduce_repetition_or_add_recovery
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_02,5,3,0.5,0.75,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work,adjust_work_height_or_material_position|mechanical_assistance_or_support|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_02,5,4,0.25,0.75,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture,adjust_work_height_or_material_position|mechanical_assistance_or_support|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_02,5,5,0.25,0.5,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture,adjust_work_height_or_material_position|mechanical_assistance_or_support|reduce_repetition_or_add_recovery|reduce_static_exposure,reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_03,1,1,0.75,0.3333,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion,reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_03,1,2,0.75,0.5,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work,reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_03,1,3,1.0,0.6667,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_03,1,4,1.0,0.3333,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|reduce_repetition_or_add_recovery
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_03,1,5,0.5,0.3333,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work,reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|reduce_repetition_or_add_recovery
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_03,2,1,0.75,0.2,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_03,2,2,0.75,0.6,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_03,2,3,1.0,0.4,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_03,2,4,1.0,0.2,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|reduce_repetition_or_add_recovery
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_03,2,5,0.5,0.2,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work,adjust_work_height_or_material_position|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|reduce_repetition_or_add_recovery
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_03,3,1,0.75,0.25,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_03,3,2,0.75,0.4,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_03,3,3,1.0,0.5,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_03,3,4,1.0,0.25,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|reduce_repetition_or_add_recovery
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_03,3,5,0.5,0.25,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|reduce_repetition_or_add_recovery
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_03,4,1,0.75,0.2,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion,adjust_work_height_or_material_position|mechanical_assistance_or_support|reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_03,4,2,0.75,0.3333,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work,adjust_work_height_or_material_position|mechanical_assistance_or_support|reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_03,4,3,1.0,0.4,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,adjust_work_height_or_material_position|mechanical_assistance_or_support|reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_03,4,4,1.0,0.2,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,adjust_work_height_or_material_position|mechanical_assistance_or_support|reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|reduce_repetition_or_add_recovery
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_03,4,5,0.5,0.2,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,prolonged_static_posture|repetitive_work,adjust_work_height_or_material_position|mechanical_assistance_or_support|reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|reduce_repetition_or_add_recovery
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_03,5,1,0.25,0.3333,prolonged_static_posture|repetitive_work,neck_overflexion_or_extension|prolonged_static_posture|trunk_overflexion,reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_03,5,2,0.6667,0.5,prolonged_static_posture|repetitive_work,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work,reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_03,5,3,0.5,0.6667,prolonged_static_posture|repetitive_work,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_03,5,4,0.5,0.3333,prolonged_static_posture|repetitive_work,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|reduce_repetition_or_add_recovery
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_03,5,5,1.0,0.3333,prolonged_static_posture|repetitive_work,prolonged_static_posture|repetitive_work,reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|reduce_repetition_or_add_recovery
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_04,1,1,1.0,0.6667,prolonged_static_posture|repetitive_work,prolonged_static_posture|repetitive_work,reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_04,1,2,0.5,0.5,prolonged_static_posture|repetitive_work,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|mechanical_assistance_or_support|reduce_repetition_or_add_recovery|reduce_static_exposure
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_04,1,3,0.5,0.25,prolonged_static_posture|repetitive_work,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|neutral_trunk_neck_posture|reduce_repetition_or_add_recovery
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_04,1,4,0.5,0.3333,prolonged_static_posture|repetitive_work,neck_overflexion_or_extension|prolonged_static_posture|repetitive_work|trunk_overflexion,reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|reduce_repetition_or_add_recovery
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_04,1,5,1.0,0.3333,prolonged_static_posture|repetitive_work,prolonged_static_posture|repetitive_work,reduce_repetition_or_add_recovery|reduce_static_exposure,monitoring_feedback_or_training|reduce_repetition_or_add_recovery
input_effect,module2_only__neutral_with_module2_rgb__neutral,case_04,2,1,1.0,1.0,prolonged_static_posture|repetitive_work,prolonged_static_posture|repetitive_work,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure,adjust_work_height_or_material_position|reduce_repetition_or_add_recovery|reduce_static_exposure
